Date/Time	Latitude_N	Longitude_E	SWD [W/m**2]	PAR down above surface W/m2	PAR just below surf (W/m2)	PAR just below surface (µmol)
2015-05-21T13:05	61.3045	3.2674	425	199.75	230.112	1056.21408
2015-05-21T13:15	61.3338	3.2701	410	192.7	221.9904	1018.935936
2015-05-21T13:25	61.3637	3.273	508	238.76	275.05152	1262.486477
2015-05-21T13:35	61.3936	3.2749	307	144.29	166.22208	762.9593472
2015-05-21T13:45	61.4234	3.2773	239	112.33	129.40416	593.9650944
2015-05-21T13:55	61.4531	3.2805	204	95.88	110.45376	506.9827584
2015-05-21T14:05	61.4827	3.2827	195	91.65	105.5808	484.615872
2015-05-21T14:15	61.5122	3.2852	169	79.43	91.50336	420.0004224
2015-05-21T14:25	61.5417	3.2872	135	63.45	73.0944	335.503296
2015-05-21T14:35	61.5715	3.2905	117	54.99	63.34848	290.7695232
2015-05-21T14:45	61.6013	3.2928	117	54.99	63.34848	290.7695232
2015-05-21T14:55	61.6307	3.2952	141	66.27	76.34304	350.4145536
2015-05-21T15:05	61.6601	3.2972	147	69.09	79.59168	365.3258112
2015-05-21T15:15	61.6894	3.3004	96	45.12	51.97824	238.5801216
2015-05-21T15:25	61.7191	3.3024	123	57.81	66.59712	305.6807808
2015-05-21T15:35	61.7486	3.3047	157	73.79	85.00608	390.1779072
2015-05-21T15:45	61.778	3.3075	137	64.39	74.17728	340.4737152
2015-05-21T15:55	61.8077	3.3096	116	54.52	62.80704	288.2843136
2015-05-21T16:05	61.8372	3.3128	183	86.01	99.08352	454.7933568
2015-05-21T16:15	61.8664	3.3145	217	101.99	117.49248	539.2904832
2015-05-21T16:25	61.8962	3.3177	203	95.41	109.91232	504.4975488
2015-05-21T16:35	61.9263	3.3199	172	80.84	93.12768	427.4560512
2015-05-21T16:45	61.9572	3.323	185	86.95	100.1664	459.763776
2015-05-21T16:55	61.9892	3.3254	127	59.69	68.76288	315.6216192
2015-05-21T17:05	62.021	3.3279	126	59.22	68.22144	313.1364096
2015-05-21T17:15	62.0529	3.3309	117	54.99	63.34848	290.7695232
2015-05-21T17:25	62.0852	3.3334	103	48.41	55.76832	255.9765888
2015-05-21T17:35	62.1175	3.3359	61	28.67	33.02784	151.5977856
2015-05-21T17:45	62.1498	3.3389	72	33.84	38.98368	178.9350912
2015-05-21T17:55	62.1813	3.342	85	39.95	46.0224	211.242816
2015-05-21T18:05	62.2132	3.3449	74	34.78	40.06656	183.9055104
2015-05-21T18:15	62.2442	3.3476	67	31.49	36.27648	166.5090432
2015-05-21T18:25	62.2752	3.3494	42	19.74	22.74048	104.3788032
2015-05-21T18:35	62.3058	3.3523	29	13.63	15.70176	72.0710784
2015-05-21T18:45	62.3365	3.355	25	11.75	13.536	62.13024
2015-05-21T18:55	62.3673	3.3582	23	10.81	12.45312	57.1598208
2015-05-21T19:05	62.3979	3.3609	20	9.4	10.8288	49.704192
2015-05-21T19:15	62.4279	3.3627	19	8.93	10.28736	47.2189824
2015-05-21T19:25	62.4577	3.3652	11	5.17	5.95584	27.3373056
2015-05-21T19:35	62.4879	3.3683	6	2.82	3.24864	14.9112576
2015-05-21T19:45	62.5183	3.3704	6	2.82	3.24864	14.9112576
2015-05-21T19:55	62.5492	3.374	6	2.82	3.24864	14.9112576
2015-05-21T20:05	62.5798	3.3765	4	1.88	2.16576	9.9408384
2015-05-21T20:15	62.6106	3.3792	3	1.41	1.62432	7.4556288
2015-05-21T20:25	62.6416	3.3819	3	1.41	1.62432	7.4556288
2015-05-21T20:35	62.6724	3.3838	3	1.41	1.62432	7.4556288
2015-05-21T20:45	62.7029	3.3869	2	0.94	1.08288	4.9704192
2015-05-21T20:55	62.7332	3.39	1	0.47	0.54144	2.4852096
2015-05-21T21:05	62.7629	3.3925	0	0	0	0
2015-05-21T21:15	62.7927	3.3949	0	0	0	0
2015-05-21T21:25	62.8224	3.397	0	0	0	0
2015-05-21T21:35	62.8524	3.3996	0	0	0	0
2015-05-21T21:45	62.8817	3.4023	0	0	0	0
2015-05-21T21:55	62.9106	3.4049	0	0	0	0
2015-05-21T22:05	62.9392	3.4073	0	0	0	0
2015-05-21T22:15	62.9685	3.4097	0	0	0	0
2015-05-21T22:25	62.9984	3.4126	0	0	0	0
2015-05-21T22:35	63.0277	3.4155	0	0	0	0
2015-05-21T22:45	63.0572	3.4177	0	0	0	0
2015-05-21T22:55	63.0864	3.4205	0	0	0	0
2015-05-21T23:05	63.1149	3.4234	0	0	0	0
2015-05-21T23:15	63.1432	3.4256	0	0	0	0
2015-05-21T23:25	63.1717	3.4282	0	0	0	0
2015-05-21T23:35	63.2009	3.4306	0	0	0	0
2015-05-21T23:45	63.2302	3.433	0	0	0	0
2015-05-21T23:55	63.2594	3.4355	0	0	0	0
2015-05-22T00:05	63.2889	3.4381	0	0	0	0
2015-05-22T00:15	63.3185	3.4413	0	0	0	0
2015-05-22T00:25	63.3471	3.444	0	0	0	0
2015-05-22T00:35	63.3755	3.4464	1	0.47	0.54144	2.4852096
2015-05-22T00:45	63.4044	3.449	0	0	0	0
2015-05-22T00:55	63.4336	3.4517	0	0	0	0
2015-05-22T01:05	63.4629	3.4536	1	0.47	0.54144	2.4852096
2015-05-22T01:15	63.4925	3.4566	1	0.47	0.54144	2.4852096
2015-05-22T01:25	63.522	3.4593	1	0.47	0.54144	2.4852096
2015-05-22T01:35	63.5518	3.4617	1	0.47	0.54144	2.4852096
2015-05-22T01:45	63.5814	3.4644	1	0.47	0.54144	2.4852096
2015-05-22T01:55	63.6107	3.4675	1	0.47	0.54144	2.4852096
2015-05-22T02:05	63.6394	3.47	4	1.88	2.16576	9.9408384
2015-05-22T02:15	63.6679	3.4724	9	4.23	4.87296	22.3668864
2015-05-22T02:25	63.6961	3.4753	10	4.7	5.4144	24.852096
2015-05-22T02:35	63.724	3.4774	13	6.11	7.03872	32.3077248
2015-05-22T02:45	63.7518	3.4797	12	5.64	6.49728	29.8225152
2015-05-22T02:55	63.7794	3.483	17	7.99	9.20448	42.2485632
2015-05-22T03:05	63.8065	3.4852	25	11.75	13.536	62.13024
2015-05-22T03:15	63.834	3.4875	29	13.63	15.70176	72.0710784
2015-05-22T03:25	63.8616	3.4901	42	19.74	22.74048	104.3788032
2015-05-22T03:35	63.8889	3.4926	68	31.96	36.81792	168.9942528
2015-05-22T03:45	63.9161	3.4948	80	37.6	43.3152	198.816768
2015-05-22T03:55	63.9427	3.4972	76	35.72	41.14944	188.8759296
2015-05-22T04:05	63.9687	3.4997	116	54.52	62.80704	288.2843136
2015-05-22T04:15	63.9946	3.5017	40	18.8	21.6576	99.408384
2015-05-22T04:25	64.0198	3.5047	54	25.38	29.23776	134.2013184
2015-05-22T04:35	64.0452	3.5065	95	44.65	51.4368	236.094912
2015-05-22T04:45	64.0705	3.5089	164	77.08	88.79616	407.5743744
2015-05-22T04:55	64.0954	3.5112	126	59.22	68.22144	313.1364096
2015-05-22T05:05	64.1198	3.5135	107	50.29	57.93408	265.9174272
2015-05-22T05:15	64.144	3.5161	238	111.86	128.86272	591.4798848
2015-05-22T05:25	64.1682	3.5179	284	133.48	153.76896	705.7995264
2015-05-22T05:35	64.1924	3.5205	265	124.55	143.4816	658.580544
2015-05-22T05:45	64.2169	3.5224	310	145.7	167.8464	770.414976
2015-05-22T05:55	64.2414	3.5248	233	109.51	126.15552	579.0538368
2015-05-22T06:05	64.266	3.5269	120	56.4	64.9728	298.225152
2015-05-22T06:15	64.2906	3.529	90	42.3	48.7296	223.668864
2015-05-22T06:25	64.315	3.5317	321	150.87	173.80224	797.7522816
2015-05-22T06:35	64.3392	3.5337	490	230.3	265.3056	1217.752704
2015-05-22T06:45	64.3638	3.536	126	59.22	68.22144	313.1364096
2015-05-22T06:55	64.3882	3.5384	426	200.22	230.65344	1058.69929
2015-05-22T07:05	64.4126	3.54	449	211.03	243.10656	1115.85911
2015-05-22T07:15	64.4371	3.543	487	228.89	263.68128	1210.297075
2015-05-22T07:25	64.4616	3.5449	507	238.29	274.51008	1260.001267
2015-05-22T07:35	64.4872	3.5471	530	249.1	286.9632	1317.161088
2015-05-22T07:45	64.5139	3.5499	542	254.74	293.46048	1346.983603
2015-05-22T07:55	64.5407	3.5526	236	110.92	127.77984	586.5094656
2015-05-22T08:05	64.5681	3.555	461	216.67	249.60384	1145.681626
2015-05-22T08:15	64.5954	3.5574	447	210.09	242.02368	1110.888691
2015-05-22T08:25	64.6229	3.5596	719	337.93	389.29536	1786.865702
2015-05-22T08:35	64.65	3.5628	524	246.28	283.71456	1302.24983
2015-05-22T08:45	64.6777	3.565	253	118.91	136.98432	628.7580288
2015-05-22T08:55	64.706	3.5676	362	170.14	196.00128	899.6458752
2015-05-22T09:05	64.7327	3.57	505	237.35	273.4272	1255.030848
2015-05-22T09:15	64.7591	3.5731	515	242.05	278.8416	1279.882944
2015-05-22T09:25	64.7858	3.5749	475	223.25	257.184	1180.47456
2015-05-22T09:35	64.8156	3.5779	544	255.68	294.54336	1351.954022
2015-05-22T09:45	64.846	3.5809	727	341.69	393.62688	1806.747379
2015-05-22T09:55	64.8756	3.584	485	227.95	262.5984	1205.326656
2015-05-22T10:05	64.9035	3.5864	498	234.06	269.63712	1237.634381
2015-05-22T10:15	64.9319	3.5889	474	222.78	256.64256	1177.98935
2015-05-22T10:25	64.9603	3.5913	325	152.75	175.968	807.69312
2015-05-22T10:35	64.9885	3.5944	412	193.64	223.07328	1023.906355
2015-05-22T10:45	65.0167	3.5969	565	265.55	305.9136	1404.143424
2015-05-22T10:55	65.0452	3.5998	744	349.68	402.83136	1848.995942
2015-05-22T11:05	65.0737	3.6021	699	328.53	378.46656	1737.16151
2015-05-22T11:15	65.1021	3.605	725	340.75	392.544	1801.77696
2015-05-22T11:25	65.1303	3.6078	589	276.83	318.90816	1463.788454
2015-05-22T11:35	65.1588	3.6104	633	297.51	342.73152	1573.137677
2015-05-22T11:45	65.1872	3.6134	348	163.56	188.42112	864.8529408
2015-05-22T11:55	65.2124	3.6149	325	152.75	175.968	807.69312
2015-05-22T12:05	65.2286	3.6171	588	276.36	318.36672	1461.303245
2015-05-22T12:15	65.2553	3.62	509	239.23	275.59296	1264.971686
2015-05-22T12:25	65.2837	3.6225	334	156.98	180.84096	830.0600064
2015-05-22T12:35	65.3117	3.6252	282	132.54	152.68608	700.8291072
2015-05-22T12:45	65.3394	3.6279	241	113.27	130.48704	598.9355136
2015-05-22T12:55	65.3672	3.6301	598	281.06	323.78112	1486.155341
2015-05-22T13:05	65.395	3.6327	640	300.8	346.5216	1590.534144
2015-05-22T13:15	65.4224	3.6358	496	233.12	268.55424	1232.663962
2015-05-22T13:25	65.4492	3.6383	689	323.83	373.05216	1712.309414
2015-05-22T13:35	65.4757	3.6409	683	321.01	369.80352	1697.398157
2015-05-22T13:45	65.5019	3.6433	686	322.42	371.42784	1704.853786
2015-05-22T13:55	65.527	3.6456	696	327.12	376.84224	1729.705882
2015-05-22T14:05	65.551	3.6478	720	338.4	389.8368	1789.350912
2015-05-22T14:15	65.5752	3.6505	448	210.56	242.56512	1113.373901
2015-05-22T14:25	65.5997	3.6526	413	194.11	223.61472	1026.391565
2015-05-22T14:35	65.6249	3.6558	218	102.46	118.03392	541.7756928
2015-05-22T14:45	65.6505	3.6579	614	288.58	332.44416	1525.918694
2015-05-22T14:55	65.6763	3.6604	586	275.42	317.28384	1456.332826
2015-05-22T15:05	65.7021	3.6628	559	262.73	302.66496	1389.232166
2015-05-22T15:15	65.7286	3.6656	543	255.21	294.00192	1349.468813
2015-05-22T15:25	65.7552	3.6679	526	247.22	284.79744	1307.22025
2015-05-22T15:35	65.7817	3.6706	507	238.29	274.51008	1260.001267
2015-05-22T15:45	65.808	3.6728	429	201.63	232.27776	1066.154918
2015-05-22T15:55	65.8345	3.6756	484	227.48	262.05696	1202.841446
2015-05-22T16:05	65.8613	3.6786	494	232.18	267.47136	1227.693542
2015-05-22T16:15	65.8881	3.6811	178	83.66	96.37632	442.3673088
2015-05-22T16:25	65.9145	3.6838	204	95.88	110.45376	506.9827584
2015-05-22T16:35	65.9411	3.6856	291	136.77	157.55904	723.1959936
2015-05-22T16:45	65.9672	3.6883	350	164.5	189.504	869.82336
2015-05-22T16:55	65.9923	3.6913	407	191.29	220.36608	1011.480307
2015-05-22T17:05	66.0169	3.6938	385	180.95	208.4544	956.805696
2015-05-22T17:15	66.0415	3.6961	426	200.22	230.65344	1058.69929
2015-05-22T17:25	66.0656	3.6981	342	160.74	185.17248	849.9416832
2015-05-22T17:35	66.0895	3.7007	239	112.33	129.40416	593.9650944
2015-05-22T17:45	66.1135	3.703	110	51.7	59.5584	273.373056
2015-05-22T17:55	66.1375	3.7055	265	124.55	143.4816	658.580544
2015-05-22T18:05	66.1614	3.7079	224	105.28	121.28256	556.6869504
2015-05-22T18:15	66.1851	3.7101	213	100.11	115.32672	529.3496448
2015-05-22T18:25	66.209	3.7122	188	88.36	101.79072	467.2194048
2015-05-22T18:35	66.2331	3.7146	152	71.44	82.29888	377.7518592
2015-05-22T18:45	66.2575	3.7177	112	52.64	60.64128	278.3434752
2015-05-22T18:55	66.2823	3.7195	155	72.85	83.9232	385.207488
2015-05-22T19:05	66.3074	3.7221	186	87.42	100.70784	462.2489856
2015-05-22T19:15	66.3327	3.725	123	57.81	66.59712	305.6807808
2015-05-22T19:25	66.3584	3.7271	75	35.25	40.608	186.39072
2015-05-22T19:35	66.3846	3.7297	70	32.9	37.9008	173.964672
2015-05-22T19:45	66.4109	3.733	72	33.84	38.98368	178.9350912
2015-05-22T19:55	66.4374	3.7352	37	17.39	20.03328	91.9527552
2015-05-22T20:05	66.4645	3.7382	35	16.45	18.9504	86.982336
2015-05-22T20:15	66.4912	3.7405	22	10.34	11.91168	54.6746112
2015-05-22T20:25	66.5173	3.7427	19	8.93	10.28736	47.2189824
2015-05-22T20:35	66.5428	3.7459	33	15.51	17.86752	82.0119168
2015-05-22T20:45	66.5685	3.7486	15	7.05	8.1216	37.278144
2015-05-22T20:55	66.594	3.7509	15	7.05	8.1216	37.278144
2015-05-22T21:05	66.6195	3.7531	14	6.58	7.58016	34.7929344
2015-05-22T21:15	66.6446	3.7558	8	3.76	4.33152	19.8816768
2015-05-22T21:25	66.6697	3.7584	6	2.82	3.24864	14.9112576
2015-05-22T21:35	66.6946	3.7608	5	2.35	2.7072	12.426048
2015-05-22T21:45	66.7196	3.7635	4	1.88	2.16576	9.9408384
2015-05-22T21:55	66.7445	3.7658	4	1.88	2.16576	9.9408384
2015-05-22T22:05	66.7697	3.7686	3	1.41	1.62432	7.4556288
2015-05-22T22:15	66.7948	3.7715	2	0.94	1.08288	4.9704192
2015-05-22T22:25	66.8204	3.7735	1	0.47	0.54144	2.4852096
2015-05-22T22:35	66.8463	3.7762	1	0.47	0.54144	2.4852096
2015-05-22T22:45	66.8721	3.7787	1	0.47	0.54144	2.4852096
2015-05-22T22:55	66.8982	3.782	0	0	0	0
2015-05-22T23:05	66.9241	3.7842	0	0	0	0
2015-05-22T23:15	66.9496	3.7873	0	0	0	0
2015-05-22T23:25	66.9749	3.7897	0	0	0	0
2015-05-22T23:35	66.9986	3.7917	0	0	0	0
2015-05-22T23:45	67.0217	3.7942	0	0	0	0
2015-05-22T23:55	67.0447	3.7964	0	0	0	0
2015-05-23T00:05	67.0674	3.7992	0	0	0	0
2015-05-23T00:15	67.0901	3.8017	0	0	0	0
2015-05-23T00:25	67.1124	3.8037	0	0	0	0
2015-05-23T00:35	67.1342	3.8056	1	0.47	0.54144	2.4852096
2015-05-23T00:45	67.1559	3.8085	1	0.47	0.54144	2.4852096
2015-05-23T00:55	67.1773	3.8107	1	0.47	0.54144	2.4852096
2015-05-23T01:05	67.1986	3.8127	1	0.47	0.54144	2.4852096
2015-05-23T01:15	67.2188	3.8144	1	0.47	0.54144	2.4852096
2015-05-23T01:25	67.2391	3.8165	1	0.47	0.54144	2.4852096
2015-05-23T01:35	67.2588	3.8192	2	0.94	1.08288	4.9704192
2015-05-23T01:45	67.2776	3.8204	2	0.94	1.08288	4.9704192
2015-05-23T01:55	67.2969	3.823	3	1.41	1.62432	7.4556288
2015-05-23T02:05	67.3163	3.8248	4	1.88	2.16576	9.9408384
2015-05-23T02:15	67.3349	3.8267	7	3.29	3.79008	17.3964672
2015-05-23T02:25	67.3549	3.8287	10	4.7	5.4144	24.852096
2015-05-23T02:35	67.3749	3.8311	12	5.64	6.49728	29.8225152
2015-05-23T02:45	67.3946	3.8326	14	6.58	7.58016	34.7929344
2015-05-23T02:55	67.4137	3.8348	19	8.93	10.28736	47.2189824
2015-05-23T03:05	67.4323	3.8369	26	12.22	14.07744	64.6154496
2015-05-23T03:15	67.4508	3.8383	28	13.16	15.16032	69.5858688
2015-05-23T03:25	67.4694	3.8406	27	12.69	14.61888	67.1006592
2015-05-23T03:35	67.4883	3.8431	40	18.8	21.6576	99.408384
2015-05-23T03:45	67.5071	3.8447	34	15.98	18.40896	84.4971264
2015-05-23T03:55	67.5281	3.847	34	15.98	18.40896	84.4971264
2015-05-23T04:05	67.5487	3.8487	54	25.38	29.23776	134.2013184
2015-05-23T04:15	67.5695	3.8509	74	34.78	40.06656	183.9055104
2015-05-23T04:25	67.5904	3.8532	60	28.2	32.4864	149.112576
2015-05-23T04:35	67.6125	3.8551	75	35.25	40.608	186.39072
2015-05-23T04:45	67.6349	3.8574	86	40.42	46.56384	213.7280256
2015-05-23T04:55	67.6578	3.8609	94	44.18	50.89536	233.6097024
2015-05-23T05:05	67.6786	3.8623	233	109.51	126.15552	579.0538368
2015-05-23T05:15	67.7009	3.8648	290	136.3	157.0176	720.710784
2015-05-23T05:25	67.723	3.8669	89	41.83	48.18816	221.1836544
2015-05-23T05:35	67.7455	3.8695	105	49.35	56.8512	260.947008
2015-05-23T05:45	67.7672	3.8724	330	155.1	178.6752	820.119168
2015-05-23T05:55	67.7893	3.8741	198	93.06	107.20512	492.0715008
2015-05-23T06:05	67.8116	3.8763	361	169.67	195.45984	897.1606656
2015-05-23T06:15	67.834	3.8787	158	74.26	85.54752	392.6631168
2015-05-23T06:25	67.8574	3.8816	227	106.69	122.90688	564.1425792
2015-05-23T06:35	67.8799	3.8843	167	78.49	90.42048	415.0300032
2015-05-23T06:45	67.9029	3.8861	310	145.7	167.8464	770.414976
2015-05-23T06:55	67.9257	3.8887	390	183.3	211.1616	969.231744
2015-05-23T07:05	67.9487	3.8908	223	104.81	120.74112	554.2017408
2015-05-23T07:15	67.972	3.894	421	197.87	227.94624	1046.273242
2015-05-23T07:25	67.9943	3.896	325	152.75	175.968	807.69312
2015-05-23T07:35	68.0169	3.8978	419	196.93	226.86336	1041.302822
2015-05-23T07:45	68.0384	3.9008	364	171.08	197.08416	904.6162944
2015-05-23T07:55	68.0594	3.9027	271	127.37	146.73024	673.4918016
2015-05-23T08:05	68.0802	3.9055	295	138.65	159.7248	733.136832
2015-05-23T08:15	68.1016	3.9078	449	211.03	243.10656	1115.85911
2015-05-23T08:25	68.1218	3.9099	506	237.82	273.96864	1257.516058
2015-05-23T08:35	68.1458	3.9118	512	240.64	277.21728	1272.427315
2015-05-23T08:45	68.1705	3.9146	524	246.28	283.71456	1302.24983
2015-05-23T08:55	68.1942	3.9171	343	161.21	185.71392	852.4268928
2015-05-23T09:05	68.2182	3.9203	468	219.96	253.39392	1163.078093
2015-05-23T09:15	68.2425	3.9223	520	244.4	281.5488	1292.308992
2015-05-23T09:25	68.2668	3.9248	614	288.58	332.44416	1525.918694
2015-05-23T09:35	68.2921	3.9282	566	266.02	306.45504	1406.628634
2015-05-23T09:45	68.3169	3.9305	659	309.73	356.80896	1637.753126
2015-05-23T09:55	68.3414	3.9334	401	188.47	217.11744	996.5690496
2015-05-23T10:05	68.3665	3.9357	645	303.15	349.2288	1602.960192
2015-05-23T10:15	68.3919	3.9386	663	311.61	358.97472	1647.693965
2015-05-23T10:25	68.417	3.9409	651	305.97	352.47744	1617.87145
2015-05-23T10:35	68.4432	3.944	328	154.16	177.59232	815.1487488
2015-05-23T10:45	68.4695	3.9473	416	195.52	225.23904	1033.847194
2015-05-23T10:55	68.4953	3.95	190	89.3	102.8736	472.189824
2015-05-23T11:05	68.5209	3.9522	141	66.27	76.34304	350.4145536
2015-05-23T11:15	68.5475	3.9556	176	82.72	95.29344	437.3968896
2015-05-23T11:25	68.5742	3.9585	425	199.75	230.112	1056.21408
2015-05-23T11:35	68.6013	3.9621	397	186.59	214.95168	986.6282112
2015-05-23T11:45	68.628	3.9646	422	198.34	228.48768	1048.758451
2015-05-23T11:55	68.6548	3.9672	371	174.37	200.87424	922.0127616
2015-05-23T12:05	68.6807	3.9699	441	207.27	238.77504	1095.977434
2015-05-23T12:15	68.706	3.9732	339	159.33	183.54816	842.4860544
2015-05-23T12:25	68.7314	3.9763	353	165.91	191.12832	877.2789888
2015-05-23T12:35	68.7574	3.9791	326	153.22	176.50944	810.1783296
2015-05-23T12:45	68.7818	3.9808	294	138.18	159.18336	730.6516224
2015-05-23T12:55	68.806	3.9838	241	113.27	130.48704	598.9355136
2015-05-23T13:05	68.8304	3.9871	254	119.38	137.52576	631.2432384
2015-05-23T13:15	68.854	3.9888	224	105.28	121.28256	556.6869504
2015-05-23T13:25	68.8752	3.9919	271	127.37	146.73024	673.4918016
2015-05-23T13:35	68.8957	3.9942	243	114.21	131.56992	603.9059328
2015-05-23T13:45	68.9171	3.9971	213	100.11	115.32672	529.3496448
2015-05-23T13:55	68.9387	3.9992	196	92.12	106.12224	487.1010816
2015-05-23T14:05	68.9595	4.0014	131	61.57	70.92864	325.5624576
2015-05-23T14:15	68.9834	4.0035	180	84.6	97.4592	447.337728
2015-05-23T14:25	69.0065	4.0066	267	125.49	144.56448	663.5509632
2015-05-23T14:35	69.0305	4.0087	428	201.16	231.73632	1063.669709
2015-05-23T14:45	69.0543	4.0117	640	300.8	346.5216	1590.534144
2015-05-23T14:55	69.0793	4.0149	568	266.96	307.53792	1411.599053
2015-05-23T15:05	69.1056	4.0171	549	258.03	297.25056	1364.38007
2015-05-23T15:15	69.1317	4.0167	361	169.67	195.45984	897.1606656
2015-05-23T15:25	69.1573	4.0163	347	163.09	187.87968	862.3677312
2015-05-23T15:35	69.1848	4.0155	247	116.09	133.73568	613.8467712
2015-05-23T15:45	69.213	4.0148	250	117.5	135.36	621.3024
2015-05-23T15:55	69.2408	4.0145	153	71.91	82.84032	380.2370688
2015-05-23T16:05	69.269	4.0142	154	72.38	83.38176	382.7222784
2015-05-23T16:15	69.2969	4.0135	151	70.97	81.75744	375.2666496
2015-05-23T16:25	69.3231	4.0125	131	61.57	70.92864	325.5624576
2015-05-23T16:35	69.3503	4.0124	171	80.37	92.58624	424.9708416
2015-05-23T16:45	69.3789	4.0122	152	71.44	82.29888	377.7518592
2015-05-23T16:55	69.4075	4.0112	147	69.09	79.59168	365.3258112
2015-05-23T17:05	69.4363	4.011	79	37.13	42.77376	196.3315584
2015-05-23T17:15	69.4651	4.0106	72	33.84	38.98368	178.9350912
2015-05-23T17:25	69.4936	4.0093	97	45.59	52.51968	241.0653312
2015-05-23T17:35	69.5222	4.0091	80	37.6	43.3152	198.816768
2015-05-23T17:45	69.5467	4.0089	90	42.3	48.7296	223.668864
2015-05-23T17:55	69.5714	4.0084	64	30.08	34.65216	159.0534144
2015-05-23T18:05	69.5965	4.0075	58	27.26	31.40352	144.1421568
2015-05-23T18:15	69.6217	4.0077	57	26.79	30.86208	141.6569472
2015-05-23T18:25	69.647	4.007	67	31.49	36.27648	166.5090432
2015-05-23T18:35	69.6716	4.0065	74	34.78	40.06656	183.9055104
2015-05-23T18:45	69.6969	4.0056	73	34.31	39.52512	181.4203008
2015-05-23T18:55	69.7223	4.0057	70	32.9	37.9008	173.964672
2015-05-23T19:05	69.7471	4.005	59	27.73	31.94496	146.6273664
2015-05-23T19:15	69.772	4.0046	44	20.68	23.82336	109.3492224
2015-05-23T19:25	69.7968	4.0044	38	17.86	20.57472	94.4379648
2015-05-23T19:35	69.8228	4.0036	43	20.21	23.28192	106.8640128
2015-05-23T19:45	69.8486	4.0031	44	20.68	23.82336	109.3492224
2015-05-23T19:55	69.8739	4.0031	42	19.74	22.74048	104.3788032
2015-05-23T20:05	69.8995	4.0016	32	15.04	17.32608	79.5267072
2015-05-23T20:15	69.9118	4.0525	24	11.28	12.99456	59.6450304
2015-05-23T20:25	69.9178	4.1394	22	10.34	11.91168	54.6746112
2015-05-23T20:35	69.9241	4.2291	20	9.4	10.8288	49.704192
2015-05-23T20:45	69.9304	4.3194	18	8.46	9.74592	44.7337728
2015-05-23T20:55	69.9365	4.4099	15	7.05	8.1216	37.278144
2015-05-23T21:05	69.9427	4.4949	12	5.64	6.49728	29.8225152
2015-05-23T21:15	69.9485	4.5781	10	4.7	5.4144	24.852096
2015-05-23T21:25	69.9534	4.6499	8	3.76	4.33152	19.8816768
2015-05-23T21:35	69.959	4.7298	6	2.82	3.24864	14.9112576
2015-05-23T21:45	69.9654	4.8179	5	2.35	2.7072	12.426048
2015-05-23T21:55	69.9715	4.908	5	2.35	2.7072	12.426048
2015-05-23T22:05	69.9779	4.9964	4	1.88	2.16576	9.9408384
2015-05-23T22:15	69.9841	5.0862	3	1.41	1.62432	7.4556288
2015-05-23T22:25	69.9902	5.1753	3	1.41	1.62432	7.4556288
2015-05-23T22:35	69.9964	5.2608	2	0.94	1.08288	4.9704192
2015-05-23T22:45	70.0018	5.3412	2	0.94	1.08288	4.9704192
2015-05-23T22:55	70.0048	5.4273	2	0.94	1.08288	4.9704192
2015-05-23T23:05	70.0071	5.5188	2	0.94	1.08288	4.9704192
2015-05-23T23:15	70.0099	5.6074	2	0.94	1.08288	4.9704192
2015-05-23T23:25	70.0123	5.6884	2	0.94	1.08288	4.9704192
2015-05-23T23:35	70.0149	5.7746	2	0.94	1.08288	4.9704192
2015-05-23T23:45	70.0175	5.8652	2	0.94	1.08288	4.9704192
2015-05-23T23:55	70.0201	5.9557	2	0.94	1.08288	4.9704192
2015-05-24T00:05	70.0225	6.0398	2	0.94	1.08288	4.9704192
2015-05-24T00:15	70.025	6.1252	2	0.94	1.08288	4.9704192
2015-05-24T00:25	70.0273	6.2105	3	1.41	1.62432	7.4556288
2015-05-24T00:35	70.0296	6.2924	2	0.94	1.08288	4.9704192
2015-05-24T00:45	70.0318	6.3729	2	0.94	1.08288	4.9704192
2015-05-24T00:55	70.0344	6.452	3	1.41	1.62432	7.4556288
2015-05-24T01:05	70.0367	6.5306	3	1.41	1.62432	7.4556288
2015-05-24T01:15	70.0388	6.6085	3	1.41	1.62432	7.4556288
2015-05-24T01:25	70.0412	6.6848	4	1.88	2.16576	9.9408384
2015-05-24T01:35	70.0433	6.7608	4	1.88	2.16576	9.9408384
2015-05-24T01:45	70.0455	6.837	7	3.29	3.79008	17.3964672
2015-05-24T01:55	70.0476	6.9145	7	3.29	3.79008	17.3964672
2015-05-24T02:05	70.0501	6.9936	8	3.76	4.33152	19.8816768
2015-05-24T02:15	70.0523	7.0749	11	5.17	5.95584	27.3373056
2015-05-24T02:25	70.0548	7.157	15	7.05	8.1216	37.278144
2015-05-24T02:35	70.0572	7.2393	18	8.46	9.74592	44.7337728
2015-05-24T02:45	70.0594	7.3219	20	9.4	10.8288	49.704192
2015-05-24T02:55	70.0617	7.4046	22	10.34	11.91168	54.6746112
2015-05-24T03:05	70.0642	7.4873	24	11.28	12.99456	59.6450304
2015-05-24T03:15	70.0667	7.568	27	12.69	14.61888	67.1006592
2015-05-24T03:25	70.0687	7.6463	32	15.04	17.32608	79.5267072
2015-05-24T03:35	70.071	7.7246	39	18.33	21.11616	96.9231744
2015-05-24T03:45	70.0733	7.8046	49	23.03	26.53056	121.7752704
2015-05-24T03:55	70.0756	7.8864	51	23.97	27.61344	126.7456896
